"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.076,0.555,-0.19,-0.64,0.72,0.2
"ClusIPW",0.073,0.378,-0.38,0.77,-0.48,-0.18
"addIPW",0.148,0.252,-0.52,-0.04,0.83,-0.22
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
