"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.093,0.434,-0.58,-0.34,0.74,0.07
"ClusIPW",0.065,0.417,-0.36,0.88,-0.13,-0.29
"addIPW",0.115,0.361,-0.4,0.14,0.82,-0.4
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
