"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.074,0.526,-0.45,-0.3,0.81,0.21
"ClusIPW",0.052,0.662,0.56,0.6,0.55,-0.15
"addIPW",0.096,0.413,-0.43,0.12,0.87,-0.21
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
