"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.099,0.467,-0.25,-0.95,0.15,-0.13
"ClusIPW",0.075,0.381,-0.37,0.77,-0.25,-0.45
"addIPW",0.114,0.517,0.33,-0.33,0.28,-0.84
"Oracle",0.2,0.281,0,-0.16,0.08,-0.98
