"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.537,0.29,-0.88,0.24,-0.29
"ClusIPW",0.136,0.149,-0.61,-0.34,-0.49,-0.53
"addIPW",0.165,0.295,0.29,-0.18,-0.59,-0.73
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
