"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.407,0.02,-0.5,-0.86,0.09
"ClusIPW",0.086,0.332,-0.54,0.68,-0.3,-0.4
"addIPW",0.118,0.379,0.3,-0.3,-0.84,-0.34
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
