"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.106,0.428,-0.48,-0.72,0.43,-0.28
"ClusIPW",0.068,0.41,-0.35,0.86,-0.17,-0.32
"addIPW",0.197,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
