"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.082,0.515,0.24,-0.72,-0.6,0.25
"ClusIPW",0.081,0.366,-0.42,0.75,-0.22,-0.46
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
