"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.103,0.491,0.33,-0.75,-0.24,-0.53
"ClusIPW",0.117,0.238,-0.54,0.45,-0.25,-0.66
"addIPW",0.199,0.501,0.45,0,0,-0.89
"Oracle",0.198,0.402,0.09,-0.07,0.18,-0.98
