"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.531,-0.26,-0.72,0.58,0.3
"ClusIPW",0.159,0.003,-0.86,-0.13,-0.37,-0.33
"addIPW",0.199,0.502,0.45,0,0,-0.89
"Oracle",0.203,0.305,0.04,-0.1,0.08,-0.99
