"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.553,0.53,-0.79,-0.15,-0.25
"ClusIPW",0.126,0.265,-0.43,-0.49,-0.41,-0.63
"addIPW",0.198,0.498,0.45,0,0,-0.89
"Oracle",0.205,0.25,-0.03,-0.13,0.05,-0.99
