"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.065,0.414,-0.39,0.88,-0.18,-0.18
"addIPW",0.121,0.351,0.37,-0.14,-0.89,-0.24
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
