"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.074,0.486,-0.39,-0.65,-0.03,0.66
"ClusIPW",0.09,0.325,-0.61,0.67,-0.26,-0.34
"addIPW",0.158,0.296,-0.43,-0.07,0.82,-0.37
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
