"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.489,-0.33,-0.75,-0.03,0.57
"ClusIPW",0.158,0.024,-0.84,0.18,-0.19,-0.48
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.197,0.405,0.09,-0.07,0.18,-0.98
