"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.082,0.535,0,-0.94,0.24,0.26
"ClusIPW",0.078,0.387,-0.34,0.73,0.02,-0.59
"addIPW",0.196,0.497,0.45,0,0,-0.89
"Oracle",0.206,0.277,0,-0.1,0.08,-0.99
