"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.435,-0.29,-0.85,-0.41,0.16
"ClusIPW",0.059,0.445,-0.25,0.94,-0.12,-0.2
"addIPW",0.197,0.501,0.45,0,0,-0.89
"Oracle",0.197,0.278,0,-0.16,0.08,-0.98
