"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.098,0.457,-0.5,-0.7,0.5,0.02
"ClusIPW",0.159,0.037,-0.42,0.1,-0.04,-0.9
"addIPW",0.122,0.458,0.31,-0.34,0.03,-0.89
"Oracle",0.196,0.279,0,-0.16,0.08,-0.98
