"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.541,-0.26,-0.24,0.91,-0.22
"ClusIPW",0.042,0.737,0.84,0.51,0.11,0.14
"addIPW",0.198,0.501,0.45,0,0,-0.89
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
