"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.506,-0.45,-0.54,0.63,0.34
"ClusIPW",0.094,0.338,-0.49,0.41,0.51,-0.58
"addIPW",0.159,0.27,-0.38,0.08,0.75,-0.53
"Oracle",0.207,0.263,-0.02,-0.1,0.08,-0.99
