"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.509,-0.43,-0.59,0.58,0.37
"ClusIPW",0.059,0.641,0.53,-0.75,0.29,0.27
"addIPW",0.153,0.31,-0.42,-0.06,0.83,-0.35
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
