"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.083,0.372,-0.13,-0.33,-0.83,0.42
"ClusIPW",0.104,0.236,-0.71,0.47,-0.51,-0.1
"addIPW",0.157,0,-1,0,0,0
"Oracle",0.204,0.254,-0.03,-0.13,0.05,-0.99
