"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.093,0.522,0.3,-0.89,0.02,-0.34
"ClusIPW",0.086,0.339,-0.51,0.69,-0.27,-0.43
"addIPW",0.178,0.237,0.35,-0.03,-0.73,-0.59
"Oracle",0.205,0.286,0,-0.08,0.08,-0.99
