"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.081,0.499,0.37,-0.38,-0.84,0.1
"ClusIPW",0.09,0.32,-0.55,0.65,-0.32,-0.41
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
