"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.084,0.504,-0.23,-0.87,0.07,0.43
"ClusIPW",0.105,0.413,-0.35,-0.88,-0.2,-0.26
"addIPW",0.197,0.496,0.45,0,0,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
