"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.509,0.26,-0.91,-0.02,-0.33
"ClusIPW",0.079,0.362,-0.46,0.75,-0.27,-0.39
"addIPW",0.116,0.481,0.26,0.24,0.28,-0.89
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
