"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.1,0.442,-0.49,-0.77,0.39,-0.08
"ClusIPW",0.111,0.387,-0.48,-0.7,0.2,-0.48
"addIPW",0.198,0.504,0.45,0,0,-0.89
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
