"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.083,0.528,-0.36,-0.52,0.76,0.16
"ClusIPW",0.052,0.477,-0.01,0.96,-0.26,-0.03
"addIPW",0.089,0.393,0.28,-0.17,-0.94,0.06
"Oracle",0.196,0.28,0,-0.16,0.08,-0.98
