"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.463,-0.54,-0.68,0.41,0.28
"ClusIPW",0.061,0.443,-0.21,0.93,-0.17,-0.24
"addIPW",0.097,0.467,0.53,0.17,-0.68,-0.48
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
