"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.49,0.38,-0.51,-0.77,-0.07
"ClusIPW",0.115,0.206,-0.77,0.44,-0.3,-0.35
"addIPW",0.07,0.61,0.69,-0.4,-0.59,-0.12
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
