"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.066,0.526,-0.46,-0.44,0.53,0.56
"ClusIPW",0.063,0.427,-0.31,0.91,-0.15,-0.24
"addIPW",0.1,0.219,-0.9,-0.34,-0.06,0.26
"Oracle",0.197,0.283,0,-0.16,0.08,-0.98
