"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.535,0.08,-0.94,0.01,0.33
"ClusIPW",0.049,0.576,0.37,0.9,0.13,0.18
"addIPW",0.198,0.498,0.45,0,0,-0.89
"Oracle",0.197,0.277,0,-0.16,0.08,-0.98
