"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.499,-0.39,-0.47,0.79,-0.02
"ClusIPW",0.067,0.405,-0.39,0.86,-0.19,-0.26
"addIPW",0.083,0.504,-0.42,-0.13,0.9,-0.05
"Oracle",0.198,0.28,0,-0.16,0.08,-0.98
