"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.019,1,1,0,0,0
"ClusIPW",0.132,0.08,-0.96,0.2,0.05,0.17
"addIPW",0.197,0.503,0.45,0,0,-0.89
"Oracle",0.197,0.284,0,-0.16,0.08,-0.98
