"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.07,0.441,-0.4,-0.44,-0.35,0.72
"ClusIPW",0.049,0.585,0.43,0.88,0.14,0.11
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.195,0.278,0,-0.16,0.08,-0.98
