"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.106,0.416,-0.38,-0.85,0.06,-0.37
"ClusIPW",0.078,0.367,-0.47,0.76,-0.23,-0.39
"addIPW",0.2,0.5,0.45,0,0,-0.89
"Oracle",0.206,0.296,0.02,-0.08,0.08,-0.99
