"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.113,0.325,-0.45,-0.65,-0.42,-0.46
"ClusIPW",0.109,0.264,-0.54,0.51,-0.28,-0.61
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
