"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.479,-0.32,-0.87,0.03,0.36
"ClusIPW",0.065,0.416,-0.31,0.88,-0.27,-0.25
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.209,0.284,0,-0.08,0.08,-0.99
