"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.079,0.561,0.19,-0.87,0.45,0
"ClusIPW",0.089,0.322,-0.6,0.66,-0.31,-0.32
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.207,0.281,0,-0.09,0.08,-0.99
