"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.064,0.565,-0.3,-0.53,0.53,0.59
"ClusIPW",0.078,0.374,-0.41,0.77,-0.24,-0.43
"addIPW",0.157,0,-1,0,0,0
"Oracle",0.196,0.28,0,-0.16,0.08,-0.98
