"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.089,0.441,-0.54,-0.22,0.81,0.06
"ClusIPW",0.058,0.447,-0.23,0.95,-0.06,-0.22
"addIPW",0.199,0.497,0.45,0,0,-0.89
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
