"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.505,-0.32,-0.78,0.47,0.24
"ClusIPW",0.159,0,-0.5,-0.01,-0.17,-0.85
"addIPW",0.199,0.501,0.45,0,0,-0.89
"Oracle",0.198,0.499,0,0,0.08,-1
