"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.157,0,-1,0,0,0
"ClusIPW",0.092,0.314,-0.57,0.64,-0.28,-0.44
"addIPW",0.16,0,-1,0,0,0
"Oracle",0.199,0.282,0,-0.16,0.08,-0.98
