"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.451,-0.51,-0.74,0.44,0.04
"ClusIPW",0.082,0.357,-0.51,0.73,-0.23,-0.39
"addIPW",0.199,0.5,0.45,0,0,-0.89
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
