"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.074,0.494,-0.19,-0.63,-0.35,0.67
"ClusIPW",0.061,0.431,-0.33,0.92,-0.16,-0.15
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
