"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.515,-0.29,-0.66,0.7,0.02
"ClusIPW",0.049,0.51,0.1,0.99,-0.01,-0.02
"addIPW",0.146,0.129,0.19,0.06,-0.95,-0.25
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
