"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.105,0.447,-0.43,-0.32,0.82,-0.22
"ClusIPW",0.089,0.322,-0.6,0.66,-0.29,-0.35
"addIPW",0.088,0.458,-0.45,-0.03,0.89,-0.06
"Oracle",0.197,0.28,0,-0.16,0.08,-0.98
