"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.094,0.493,-0.13,-0.98,0.14,0
"ClusIPW",0.158,0,-0.7,-0.05,-0.38,-0.6
"addIPW",0.176,0.265,0.37,0.01,-0.7,-0.61
"Oracle",0.197,0.281,0,-0.16,0.08,-0.98
