"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.087,0.511,-0.13,-0.95,0.19,0.23
"ClusIPW",0.099,0.282,-0.62,0.57,-0.29,-0.44
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
