"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.097,0.472,0.11,-0.87,-0.47,-0.13
"ClusIPW",0.107,0.475,0.28,-0.71,-0.16,-0.63
"addIPW",0.198,0.5,0.45,0,0,-0.89
"Oracle",0.207,0.246,-0.04,-0.1,0.06,-0.99
