"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.08,0.537,0.03,-0.92,0.07,0.38
"ClusIPW",0.114,0.306,-0.63,-0.61,-0.16,-0.44
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.207,0.268,-0.01,-0.09,0.07,-0.99
