"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.082,0.54,-0.29,-0.52,0.8,0.09
"ClusIPW",0.16,0.003,-0.8,-0.12,-0.26,-0.53
"addIPW",0.107,0.402,-0.39,0.12,0.86,-0.31
"Oracle",0.2,0.335,0.02,-0.04,0.08,-1
