"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.091,0.498,0.18,-0.89,-0.42,0.03
"ClusIPW",0.079,0.369,-0.46,0.77,-0.25,-0.37
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.2,0.279,0,-0.16,0.08,-0.98
