"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.108,0.485,0.2,-0.61,0.19,-0.75
"ClusIPW",0.09,0.319,-0.49,0.64,-0.45,-0.39
"addIPW",0.166,0.301,-0.35,0.04,0.8,-0.48
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
