"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.519,-0.18,-0.85,0.48,0.11
"ClusIPW",0.053,0.519,0.22,0.93,0.08,-0.29
"addIPW",0.14,0.487,0.42,-0.18,0,-0.89
"Oracle",0.197,0.279,0,-0.16,0.08,-0.98
