"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.198,0.499,0.45,0,0,-0.89
"ClusIPW",0.069,0.399,-0.42,0.85,-0.19,-0.26
"addIPW",0.147,0.308,0.39,0.11,-0.69,-0.61
"Oracle",0.198,0.279,0,-0.16,0.08,-0.98
