"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.095,0.477,-0.23,-0.97,0.05,0.03
"ClusIPW",0.076,0.381,-0.46,0.81,-0.23,-0.29
"addIPW",0.198,0.499,0.45,0,0,-0.89
"Oracle",0.198,0.281,0,-0.16,0.08,-0.98
