"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.069,0.518,0.08,-0.52,-0.62,0.58
"ClusIPW",0.082,0.351,-0.43,0.71,-0.48,-0.3
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.206,0.273,0,-0.11,0.08,-0.99
