"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.09,0.492,-0.15,-0.97,0.06,0.18
"ClusIPW",0.119,0.239,-0.64,-0.49,-0.4,-0.43
"addIPW",0.163,0.268,0.28,-0.16,-0.69,-0.65
"Oracle",0.199,0.281,0,-0.16,0.08,-0.98
