"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.096,0.484,-0.41,-0.53,0.74,-0.06
"ClusIPW",0.089,0.341,-0.35,0.62,-0.18,-0.68
"addIPW",0.163,0.277,-0.41,-0.09,0.77,-0.47
"Oracle",0.197,0.282,0,-0.16,0.08,-0.98
