"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.066,0.547,-0.43,-0.08,0.9,0.05
"ClusIPW",0.058,0.446,-0.26,0.95,-0.07,-0.18
"addIPW",0.118,0.175,-0.92,-0.36,-0.12,-0.09
"Oracle",0.196,0.278,0,-0.16,0.08,-0.98
