"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.086,0.478,0.18,-0.58,-0.76,0.21
"ClusIPW",0.09,0.33,-0.53,0.67,-0.25,-0.46
"addIPW",0.171,0.422,0.51,-0.08,-0.6,-0.61
"Oracle",0.206,0.275,0,-0.11,0.08,-0.99
