"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.093,0.339,-0.67,-0.54,-0.39,0.34
"ClusIPW",0.074,0.38,-0.48,0.8,-0.24,-0.28
"addIPW",0.158,0,-1,0,0,0
"Oracle",0.199,0.28,0,-0.16,0.08,-0.98
