"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.107,0.466,0.31,-0.64,-0.29,-0.64
"ClusIPW",0.158,0.011,-0.73,0.15,-0.42,-0.53
"addIPW",0.176,0.481,0.43,-0.11,-0.05,-0.9
"Oracle",0.198,0.282,0,-0.16,0.08,-0.98
