"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",0.117,0.415,0.05,-0.65,-0.24,-0.72
"ClusIPW",0.068,0.403,-0.32,0.85,-0.25,-0.34
"addIPW",0.159,0,-1,0,0,0
"Oracle",0.198,0.278,0,-0.16,0.08,-0.98
